file	label	title	auth	year	freq	htid	path	words	read	pre	verb	nounp	PC0	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9
loc.ark+=13960=t0cv57p8f	x	Rendering a disabled person fit ...	[Kratz, John Aubel], 1884- [from old catalog]	1921.0	0.101928375	loc.ark:/13960/t0cv57p8f	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0c/v5/7p/8f/ark+=13960=t0cv57p8f/loc.ark+=13960=t0cv57p8f.basic.json.bz2	75558.0	13.56376959346591	0.39223521767381414	0.13717938537282617	0.0182508801185844	0.28194305067785813	-0.09427969915299582	0.0834308654236612	0.26425648538240964	0.05158318970647097	-0.022446576359177038	-0.09649987543661051	-0.039770002912345684	-0.006528897207777357	0.08229142042274787
loc.ark+=13960=t0dv1nt23	soc	Review of the lectures of Wm. A. Smith, D.D., on the philosophy and practice of slavery,	Power, John Hamilton, 1798-1873. [from old catalog]	1859.0	0.10038972	loc.ark:/13960/t0dv1nt23	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0d/v1/nt/23/ark+=13960=t0dv1nt23/loc.ark+=13960=t0dv1nt23.basic.json.bz2	62968.0	8.906765550812946	0.4052598881756057	0.08723478592300851	0.1399282175073053	-0.0186003132062056	-0.18913178784389434	-0.15790508849144083	0.182778317451388	-0.15252682593133396	0.08648076242994772	-0.04743300624731126	0.008306041697257285	0.01734519852046462	0.009840238110533937
loc.ark+=13960=t0dv20v41	?	The dream of love and fire. By a dreamer.	Horton, Frederick Leonard.	1888.0	0.132528449	loc.ark:/13960/t0dv20v41	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0d/v2/0v/41/ark+=13960=t0dv20v41/loc.ark+=13960=t0dv20v41.basic.json.bz2	126148.0	13.031173505822903	0.3545337344220026	0.13068776357928782	0.030408726258046106	-0.13477502356233256	-0.19621772128490633	0.10533969875049101	0.15855688731321432	0.05943023921271436	-0.39213624581282364	0.03180312578603051	0.11201571674539917	-0.10659991491865507	-0.09232069172447277
loc.ark+=13960=t0ft8pj12	?	Some views of freedom and slavery in the light of the New Jerusalem.	De Charms, Richard, 1796-1864. [from old catalog]	1851.0	0.114632666	loc.ark:/13960/t0ft8pj12	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0f/t8/pj/12/ark+=13960=t0ft8pj12/loc.ark+=13960=t0ft8pj12.basic.json.bz2	23694.0	13.596293617901079	0.3675824175824176	0.11327762302692665	0.03646492782983034	-0.26046399738477155	-0.24911181263472326	0.031722504628402905	0.1500625830443765	-0.16593012020038253	-0.181532402768671	-0.05582786235469093	0.04908657383968702	-0.14293193974669854	0.10148450811537923
loc.ark+=13960=t0gt63n2d	theo	The church after the war;	Thompson, William Oxley, 1855- [from old catalog]	1917.0	0.105272138	loc.ark:/13960/t0gt63n2d	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0g/t6/3n/2d/ark+=13960=t0gt63n2d/loc.ark+=13960=t0gt63n2d.basic.json.bz2	111697.0	13.046171235141731	0.36315093091390227	0.11978835599881824	0.02704638441497981	-0.055896257927819916	-0.2661593901956897	-0.06692596046311267	0.07993765400660563	0.10506477918770378	0.08324007277784111	0.1380832805374681	0.12766623294845295	0.173086699466966	0.07948370215675178
loc.ark+=13960=t0ht3068d	theo	The memory of our fathers : a sermon delivered at Plymouth, on the twenty-second of December, 1827 / by Lyman Beecher.	Beecher, Lyman, 1775-1863.	1828.0	0.100133511	loc.ark:/13960/t0ht3068d	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0h/t3/06/8d/ark+=13960=t0ht3068d/loc.ark+=13960=t0ht3068d.basic.json.bz2	172406.0	11.017498840780583	0.36057496262063343	0.1266487245223484	0.04912242033339907	-0.03295488793871451	-0.3067513607268943	-0.11373828839871991	0.0730874260551112	-0.14536437265551128	0.10569931304379775	0.06913083828005623	0.07891455203464494	0.06683927796824235	-0.0018296055759594195
loc.ark+=13960=t0ht34f86	ed	Philosophy of education, a survey of fundamentals, topics, questions, references and bibliographies for group-discussion [by] Daniel Bell Leary.	Leary, Daniel Bell, 1886-	1920.0	0.11866239199999999	loc.ark:/13960/t0ht34f86	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0h/t3/4f/86/ark+=13960=t0ht34f86/loc.ark+=13960=t0ht34f86.basic.json.bz2	9599.0	17.001945290401178	0.37058152793614596	0.11167829982289822	0.036462131472028335	0.2992242700426543	-0.011220149694468804	0.08375696351198922	-0.04115261244794323	0.24770775639960835	0.10265208335235693	-0.1785679484804866	0.0183995709274424	-0.12144907615585399	-0.11862129882853814
loc.ark+=13960=t0ht3879n	ed	The educative process,	Badley, William Chandler, 1874- [from old catalog]	1908.0	0.103000509	loc.ark:/13960/t0ht3879n	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0h/t3/87/9n/ark+=13960=t0ht3879n/loc.ark+=13960=t0ht3879n.basic.json.bz2	21319.0	11.428252880401672	0.4275911881545684	0.10281908157043013	0.1006144753506262	0.2802334524989422	0.151105539664965	0.22893408281284908	-0.10205626453350247	-0.008074695505285653	0.07600675361806729	-0.08159961842591576	-0.096184274609974	0.09109120450815324	-0.03915206426797941
loc.ark+=13960=t0jt0dp2x	ed	Liberal education.	Hill, Thomas, 1818-1891.	1858.0	0.125103661	loc.ark:/13960/t0jt0dp2x	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0j/t0/dp/2x/ark+=13960=t0jt0dp2x/loc.ark+=13960=t0jt0dp2x.basic.json.bz2	49772.0	14.786040472788752	0.3901535726630784	0.1316804629108736	0.019830426745961586	0.0960407626423357	0.04627513801309606	0.17855994395335453	-0.005241540955736969	-0.06829139107971718	0.09506870951411243	0.20325922733543947	0.019060835420290512	-0.15448010970032577	0.021577094860524927
loc.ark+=13960=t0ks7f14d	ed	Up through childhood; a study of some principles of education in relation to faith and conduct; a book for parents and teachers, by George Allen Hubbell.	Hubbell, George Allen	1904.0	0.100831547	loc.ark:/13960/t0ks7f14d	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0k/s7/f1/4d/ark+=13960=t0ks7f14d/loc.ark+=13960=t0ks7f14d.basic.json.bz2	31955.0	13.242986751027587	0.40011098779134296	0.1306524800500704	0.037020810514786416	-0.0016501913887617566	-0.10683029570505795	0.31914876499197425	-0.20496870777098675	-0.10950768053472337	-0.1394145273154811	0.05182071642070682	0.04021254656006288	0.12838707546574182	0.0524868875203573
loc.ark+=13960=t0ms47t1z	?	"The function of criticism at the present time / by Matthew Arnold (reprinted from ""Essays in criticism"") and An essay on style, by Walter Pater (reprinted from ""Appreciations"")"	Arnold, Matthew, 1822-1888.; Pater, Walter, 1839-1894.	1895.0	0.10124053300000001	loc.ark:/13960/t0ms47t1z	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0m/s4/7t/1z/ark+=13960=t0ms47t1z/loc.ark+=13960=t0ms47t1z.basic.json.bz2	112038.0	12.554928590272162	0.33342488327382586	0.12246737713989897	0.03571109802031454	-0.009185485341711368	0.08054750324243852	0.026135798832440257	-0.060807356262164824	-0.061845081997776774	-0.0411761506252853	0.1718974471239453	0.058207343554406626	0.014337147278445934	0.16858956952012857
loc.ark+=13960=t0ns17n88	soc	Outline of the course of lectures on the philosophy of history [read before the senior class of the Cornell university]	Wilson, William Dexter, 1816-1900. [from old catalog]	1870.0	0.13860640300000002	loc.ark:/13960/t0ns17n88	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0n/s1/7n/88/ark+=13960=t0ns17n88/loc.ark+=13960=t0ns17n88.basic.json.bz2	11732.0	12.419859419817204	0.456440640772438	0.12708830548926014	0.028895329014660756	0.11316858407716411	-0.21562445324931512	-0.11637609272773322	0.14722167502832784	0.05973994958495661	0.02283648982106966	0.040089544861129485	0.0556074055861559	-0.18008909368395112	-0.1328682048465395
loc.ark+=13960=t0ns1h025	ed	An address, delivered at the laying of the cornerstone of the Catholic university ...	Spalding, John Lancaster, 1840-1916.	1888.0	0.108606113	loc.ark:/13960/t0ns1h025	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0n/s1/h0/25/ark+=13960=t0ns1h025/loc.ark+=13960=t0ns1h025.basic.json.bz2	78018.0	13.899911654343857	0.3824451410658307	0.12152323822707581	0.018893075956830475	-0.2249529606779617	-0.19254315950133744	0.11855575347358403	-0.05290638729313392	-0.0653048022833759	-0.05341152055953981	0.20027052513507995	0.04377407706899713	0.021209324529129256	0.11381725834666312
loc.ark+=13960=t0ns1h16j	?	The law of the land: Minister Phelps' address at Edinburgh, November 12, 1886.	Phelps, Edward John, 1822-1900.; YA Pamphlet Collection (Library of Congress)	1886.0	0.11130742099999999	loc.ark:/13960/t0ns1h16j	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0n/s1/h1/6j/ark+=13960=t0ns1h16j/loc.ark+=13960=t0ns1h16j.basic.json.bz2	1332.0	14.508276397515527	0.3738656987295826	0.13513513513513514	0.024774774774774775	0.1898930252413451	-0.1971513617121154	-0.313448997957811	0.11928171514127854	-0.20680703721194713	-0.0037387999348362532	0.03347960924085606	0.11393798738447024	0.06950264219560812	-0.10817211393919234
loc.ark+=13960=t0ns1h678	x	Requirements for the bachelor's degree in southern colleges; a report prepared for the Association of colleges and preparatory schools in the southern states,	Dabney, Charles William, 1855- [from old catalog]	1890.0	0.100580271	loc.ark:/13960/t0ns1h678	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0n/s1/h6/78/ark+=13960=t0ns1h678/loc.ark+=13960=t0ns1h678.basic.json.bz2	136256.0	14.936144476079892	0.41002247785270396	0.13431335133865666	0.021356857679661813	0.253543459028236	-0.05021466500628587	0.18451659682003763	0.1524117541354831	0.021409210260649417	0.06589770953263642	0.10252151012125425	0.0398962722584623	-0.14261161425524346	0.06202804043027656
loc.ark+=13960=t0ns1h837	ed	Essays on the higher education, by George Trumbull Ladd ...	Ladd, George Trumbull, 1842-1921.	1899.0	0.101448034	loc.ark:/13960/t0ns1h837	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0n/s1/h8/37/ark+=13960=t0ns1h837/loc.ark+=13960=t0ns1h837.basic.json.bz2	21672.0	15.73717771421465	0.4603960396039604	0.10861941675895165	0.0451734957548911	0.32953506307754893	-0.058924788785485814	0.31110901481732306	0.0020031906603743704	-0.02665892492334922	0.18541281258223952	0.14397482949804158	0.09052781103813913	-0.09771912291839677	0.06284437255291697
loc.ark+=13960=t0ns1jz05	ed	A brief course in the history of education,	Monroe, Paul, 1869-1947.	1912.0	0.11729894	loc.ark:/13960/t0ns1jz05	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0n/s1/jz/05/ark+=13960=t0ns1jz05/loc.ark+=13960=t0ns1jz05.basic.json.bz2	43066.0	13.843948020363417	0.3744771180620591	0.14830724933822506	0.022477128128918403	0.33592473384095944	-0.11558918314259341	0.32951207211679007	-0.10835360879888363	0.06389033164622	0.23305123847275713	0.03620327556386909	0.15131986278308238	-0.09024215702047414	-0.14314632817614986
loc.ark+=13960=t0pr7w704	?	Oration, delivered before the Few and Phi gamma socities, of Emory college,	Toombs, Robert Augustus, 1810-1885. [from old catalog]	1853.0	0.101511879	loc.ark:/13960/t0pr7w704	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0p/r7/w7/04/ark+=13960=t0pr7w704/loc.ark+=13960=t0pr7w704.basic.json.bz2	17939.0	16.352137897782065	0.3295726977859258	0.10797703327944702	0.05602318969842243	0.21771884997993302	-0.26366576149280957	-0.22913780939055767	0.08576845390641151	-0.035515434448033574	-0.010595991120880336	0.09522034070389111	0.05442717697299376	0.010236872126362942	-0.008498970168406636
loc.ark+=13960=t0pr85j4s	p	The obligations of the American scholar to his country and the world : an address delivered before the Philalethean Society of Hanover College, September 28th, 1841 / by Gilbert McMaster.	McMaster, Gilbert, 1778-1854.; Hanover College. Philalethean Society.	1841.0	0.10378931	loc.ark:/13960/t0pr85j4s	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0p/r8/5j/4s/ark+=13960=t0pr85j4s/loc.ark+=13960=t0pr85j4s.basic.json.bz2	273648.0	10.358314614638864	0.42820987053441056	0.1210094720224522	0.05756300064316202	-0.04504199531493657	-0.1369471417350555	-0.07192624133577498	-0.06670929348327392	-0.23258837313086358	0.07660389048853666	0.05175296450595619	0.038534497054940046	-0.0760604346764562	-0.015962634959488173
loc.ark+=13960=t0pr8gm7v	soc	The philosophy of wealth Economic principles newly formulated.	Clark, John Bates, 1847-1938.	1894.0	0.102713988	loc.ark:/13960/t0pr8gm7v	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0p/r8/gm/7v/ark+=13960=t0pr8gm7v/loc.ark+=13960=t0pr8gm7v.basic.json.bz2	137501.0	18.54331276549019	0.5025841597988546	0.13794081497589109	0.017199874910000655	0.20877387750446347	-0.07919754104569703	-0.1996051761521418	-0.07129379046184971	-0.0031498955959266815	-0.06641615965767378	-0.0789616784873738	-0.24484339559029983	-0.03257049269587685	0.20161709625882884
loc.ark+=13960=t0rr2br6v	soc	Elements of a just and durable peace,	Brown, Philip Marshall, 1875- [from old catalog]	1917.0	0.110437281	loc.ark:/13960/t0rr2br6v	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0r/r2/br/6v/ark+=13960=t0rr2br6v/loc.ark+=13960=t0rr2br6v.basic.json.bz2	91046.0	11.367449984709562	0.433780175770386	0.12741910682512136	0.02060496891681128	0.1776111519589557	-0.17685812675489954	-0.21984797533533143	0.21399453017187198	-0.0124770202315519	-0.030336064794140506	0.014411437382567683	0.1783492154458901	0.11126747255237505	0.09405509883310917
loc.ark+=13960=t0rr2kg5p	ed	Social principles of education,	Betts, George Herbert, 1868-1934.	1912.0	0.11981457599999999	loc.ark:/13960/t0rr2kg5p	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0r/r2/kg/5p/ark+=13960=t0rr2kg5p/loc.ark+=13960=t0rr2kg5p.basic.json.bz2	4977.0	13.518180974282156	0.3762811127379209	0.11211573236889692	0.06710870002009242	0.3169998626625351	-0.10726814470810878	0.15152045358000832	-0.2259964371882554	0.16912562292113567	0.01229079689589258	-0.21566396196917606	-0.07679026327254222	0.027756648614776912	-0.10070901836052924
loc.ark+=13960=t0rr2kh92	ed	Moral education. Report of the Committee on moral education of the High school teachers' association of the District of Columbia ...	High school teachers' association of the District of Columbia. Committee on moral education.	1912.0	0.110917031	loc.ark:/13960/t0rr2kh92	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0r/r2/kh/92/ark+=13960=t0rr2kh92/loc.ark+=13960=t0rr2kh92.basic.json.bz2	182939.0	15.8477856680917	0.45737577639751553	0.10711220680117416	0.025647893560148464	0.35965538303760597	-0.16806827634807683	0.2742591853362664	0.2028193855770887	0.014353981623220706	0.1442678634307867	-0.15500421299471717	0.14159384832370492	-0.1354297570103219	0.04016940664263
loc.ark+=13960=t0sq9016x	soc	Our vote; citizens' individual and collective responsibility, concluding with a sektch of Theodore Roosvelt ...	[Drew, George Washington], 1865- [from old catalog]	1904.0	0.101665955	loc.ark:/13960/t0sq9016x	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0s/q9/01/6x/ark+=13960=t0sq9016x/loc.ark+=13960=t0sq9016x.basic.json.bz2	11068.0	13.806371625671819	0.4495324862143371	0.12667148536320924	0.06505240332490062	0.16262155140085904	-0.26899164361004885	-0.16948940734228085	0.20748617259833962	-0.15254628759169456	-0.017284447501938936	0.08415402195129054	0.16641553542944007	0.07207087025616418	-0.029596820510913096
loc.ark+=13960=t0sq9bp91	x	Sunset before noon. A poem addressed to the friends of youth.	Harrington, Isaac. [from old catalog]	1888.0	0.102564103	loc.ark:/13960/t0sq9bp91	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0s/q9/bp/91/ark+=13960=t0sq9bp91/loc.ark+=13960=t0sq9bp91.basic.json.bz2	5095.0	13.192834740186797	0.5210631895687061	0.14563297350343474	0.054759568204121686	-0.24024901074091318	-0.2746944004618793	0.03561768502754083	0.08355319665482294	-0.16544327659107025	-0.1118092961543311	-0.03516675486341899	-0.04175241096788987	-0.09657998015828607	0.02087087226248708
loc.ark+=13960=t0sq9bv8s	ed	Education, in what does it find a basis and explanation? a thesis, by Mosiah Hall.	Hall, Mosiah.	1903.0	0.131477643	loc.ark:/13960/t0sq9bv8s	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0s/q9/bv/8s/ark+=13960=t0sq9bv8s/loc.ark+=13960=t0sq9bv8s.basic.json.bz2	53413.0	15.040396680304546	0.3706649982123704	0.12770299365323048	0.016044783105236552	0.19402769875587125	-0.0050561540436313565	0.21371506868662463	-0.1253729236368879	0.04141785527923356	0.04661805214868518	-0.13195339461017544	0.12872640906662344	-0.042876633752854235	-0.08982481053587087
loc.ark+=13960=t0tq6db63	soc	Applied history, by Benj. F. Shambaugh ...	Shambaugh, Benjamin Franklin, 1871-1940.; State Historical Society of Iowa.	1914.0	0.123878684	loc.ark:/13960/t0tq6db63	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/0t/q6/db/63/ark+=13960=t0tq6db63/loc.ark+=13960=t0tq6db63.basic.json.bz2	52156.0	13.063535668211735	0.48081753262743165	0.13110667996011965	0.02929672520898842	0.273563517146618	-0.16203626159145362	-0.0796831264289694	0.09056578658772818	0.14219917311319286	0.07941483585033733	0.10331386309799923	-0.03901802947573145	-0.14421079994844718	-0.022654797687576084
